poi_id,name,province,city,district,address,official_category,source_official,source_blog,content_type,exploration_level,social_density,structure_level,needs_manual_check
318,爱建金融大楼（中南大楼/中南银行）,上海市,上海市,黄浦区,汉口路110号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
319,美伦大楼（美伦大楼）,上海市,上海市,黄浦区,南京东路151-171号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
320,华东电力管理局大楼（电力大楼/上海电力公司）,上海市,上海市,黄浦区,南京东路181号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
321,青岛工行/上海图书馆书库（博物院大楼/亚洲文会、英国皇家亚洲文会北中国支会）,上海市,上海市,黄浦区,虎丘路20号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
322,上海海鸥照相机销售大楼（颐中大楼/英美颐中烟草股份有限公司）,上海市,上海市,黄浦区,南苏州路161-175号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
323,元芳弄（沪宁铁路局、安顺洋行等）,上海市,上海市,黄浦区,四川中路126弄5-21号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
324,懿德大楼、黄中大楼（三菱大楼、美孚大楼）,上海市,上海市,黄浦区,广东路94-102号/四川中路109号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
325,虎丘公寓（青年协会大楼）,上海市,上海市,黄浦区,虎丘路131号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
326,渣打银行上海分行（兰心大楼）,上海市,上海市,黄浦区,圆明园路185号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
327,恒业里（恒业里）,上海市,上海市,黄浦区,江西中路135弄1-13号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
328,上海建筑材料集团总公司大楼（四明大楼）,上海市,上海市,黄浦区,北京东路232-240号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
329,慈安里大楼（哈同大楼）,上海市,上海市,黄浦区,南京东路98-114号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
330,东亚大楼（东亚大楼）,上海市,上海市,黄浦区,四川中路299号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
331,中国人民解放军海军后勤部上海物资站（谦信大楼）,上海市,上海市,黄浦区,江西中路138号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
332,上海市储能中学一分部（瑞康洋行买办住宅）,上海市,上海市,黄浦区,黄陂南路25号乙,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
333,上海市第八中学（清心女中）,上海市,上海市,黄浦区,陆家浜路550号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
334,龙门村（龙门村）,上海市,上海市,黄浦区,尚文路,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
335,红楼（中法求新机器轮船制造厂）,上海市,上海市,黄浦区,机厂路132号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
336,上海市中华路电话局（上海电话局南市总局）,上海市,上海市,黄浦区,中华路734号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
337,瑞金大楼（爱司公寓）,上海市,上海市,黄浦区,瑞金一路150号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
338,泰山大楼（泰山公寓）,上海市,上海市,黄浦区,淮海中路622弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
339,飞霞别墅（飞霞别墅）,上海市,上海市,黄浦区,淮海中路584弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
340,住宅（飞龙公寓）,上海市,上海市,黄浦区,淮海中路538-544号及542弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
341,卢湾区职业教育中心（法租界霞飞路巡捕房）,上海市,上海市,黄浦区,淮海中路235号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
342,陕南大楼（白尔登公寓）,上海市,上海市,黄浦区,陕西南路213号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
343,瑞金宾馆3号楼,上海市,上海市,黄浦区,瑞金二路118号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
344,瑞金宾馆4号楼,上海市,上海市,黄浦区,瑞金二路118号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
345,上海文史馆,上海市,上海市,黄浦区,思南路39号-41号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
346,巴黎公寓（巴黎公寓）,上海市,上海市,黄浦区,重庆南路165号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
347,巴黎新村（巴黎新村）,上海市,上海市,黄浦区,重庆南路169弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
348,住宅（永丰村）,上海市,上海市,黄浦区,重庆南路177号、179弄1-10号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
349,重庆公寓（吕班公寓）,上海市,上海市,黄浦区,重庆南路185号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
350,诸圣堂（诸圣堂）,上海市,上海市,黄浦区,复兴中路425号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
351,住宅,上海市,上海市,黄浦区,皋兰路1号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
352,上海文艺出版社大楼,上海市,上海市,黄浦区,绍兴路74号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
353,住宅（香山路住宅）,上海市,上海市,黄浦区,香山路6号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
354,民立中学四号楼（邱氏住宅）,上海市,上海市,静安区,威海路412号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
355,联华公寓（联华公寓）,上海市,上海市,静安区,"北京西路1341-1383号,铜仁路304-330号,南阳路208-228号",优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
356,铜仁路279号（铜仁路278号）,上海市,上海市,静安区,铜仁路280号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
357,皮裘公寓（皮裘公寓）,上海市,上海市,静安区,铜仁路278号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
358,震兴里、荣康里、德庆里（震兴里、荣康里、德庆里）,上海市,上海市,静安区,茂名北路200-290弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
359,岳阳医院,上海市,上海市,静安区,青海路44号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
360,善钟里（善钟里）,上海市,上海市,静安区,常熟路113弄2-31号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
361,巨鹰宾馆（亚细亚火油公司住宅）,上海市,上海市,静安区,巨鹿路889号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
362,住宅,上海市,上海市,静安区,巨鹿路868-892号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
363,住宅,上海市,上海市,静安区,巨鹿路852弄1-8号、10号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
364,上海市作家协会,上海市,上海市,静安区,巨鹿路675-681号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
365,住宅,上海市,上海市,静安区,南京西路1522弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
366,太阳公寓（太阳公寓）,上海市,上海市,静安区,威海路651、665弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
367,四明村（四明里）,上海市,上海市,静安区,延安中路913弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
368,蒲园（蒲园）,上海市,上海市,静安区,长乐路570弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
369,长乐新村（杜美新村）,上海市,上海市,静安区,长乐路764弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
370,住宅,上海市,上海市,静安区,富民路210弄2-14号、长乐路752-762号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
371,大华公寓（大华公寓）,上海市,上海市,静安区,南京西路864-884号，奉贤路137号、147号，奉贤路148弄1-4号、8号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
372,华园物业公司办公楼,上海市,上海市,静安区,长乐路800号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
373,住宅,上海市,上海市,静安区,奉贤路68弄40-52号、80-92号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
374,中实新村（中实新村）,上海市,上海市,静安区,愚园路581-589及579弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
375,文元坊（文元坊）,上海市,上海市,静安区,愚园路608弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
376,念吾新村/多福里/汾阳坊（念吾新村/多福里/汾阳坊）,上海市,上海市,静安区,延安中路470弄/504弄/510弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
377,华山医院（中国红十字会医院）,上海市,上海市,静安区,乌鲁木齐中路12号5号楼,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
378,少儿图书馆（切尔西住宅）,上海市,上海市,静安区,南京西路962号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
379,延中部队招待所,上海市,上海市,静安区,延安中路810号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
380,电子元件研究所南楼（上海总商会）,上海市,上海市,静安区,北苏州路470号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
381,上海理工大学图书馆（德国技术工程学院、同济德文医学堂、国立上海高级机械职业学校）,上海市,上海市,徐汇区,复兴中路1195号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
382,达芬奇集团（霞飞路住宅、比利时领馆）,上海市,上海市,徐汇区,淮海中路1131号南楼,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
383,淮海公寓2号楼（万国储蓄会公寓、盖司康公寓）,上海市,上海市,徐汇区,淮海中路1204-1218号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
384,住宅,上海市,上海市,徐汇区,淮海中路1276-1292号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
385,住宅,上海市,上海市,徐汇区,华亭路71弄1-7号，延庆路135-149号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
386,住宅,上海市,上海市,徐汇区,华亭路72、74、84、86号，延庆路151-157号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
387,麦琪公寓（麦琪公寓）,上海市,上海市,徐汇区,复兴西路24号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
388,上海新村（上海新村）,上海市,上海市,徐汇区,淮海中路1487弄1-56号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
389,曙光公寓（林肯公寓）,上海市,上海市,徐汇区,淮海中路1554-1568号、1562弄2-5号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
390,来斯南村（来斯南村）,上海市,上海市,徐汇区,五原路205弄2-6号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
391,上海永乐电影电视（集团）公司,上海市,上海市,徐汇区,永福路52号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
392,住宅,上海市,上海市,徐汇区,武康路40弄1号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
393,上海市房地产科学研究院,上海市,上海市,徐汇区,复兴西路193号3号楼,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
394,湖南别墅,上海市,上海市,徐汇区,湖南路262号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
395,巴金住宅,上海市,上海市,徐汇区,武康路113号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
396,住宅,上海市,上海市,徐汇区,武康路117弄1号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
397,住宅,上海市,上海市,徐汇区,武康路117弄2号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
398,汽车工业总公司,上海市,上海市,徐汇区,武康路390号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
399,住宅,上海市,上海市,徐汇区,武康路393号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
400,住宅,上海市,上海市,徐汇区,淮海中路1818弄1-8号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
401,住宅,上海市,上海市,徐汇区,嘉善路131-143弄，169弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
402,上海电影译制厂,上海市,上海市,徐汇区,永嘉路383号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
403,零三单位华东办事处,上海市,上海市,徐汇区,永嘉路389号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
404,瑞金宾馆太原分馆,上海市,上海市,徐汇区,太原路160号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
405,住宅,上海市,上海市,徐汇区,永嘉路495弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
406,电话局职工住宅,上海市,上海市,徐汇区,建国西路398号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
407,住宅,上海市,上海市,徐汇区,岳阳路170弄1号1号楼,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
408,住宅,上海市,上海市,徐汇区,永嘉路527弄1-5号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
409,住宅,上海市,上海市,徐汇区,永嘉路571号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
410,住宅、小旋枫酒店,上海市,上海市,徐汇区,安亭路130、132号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
411,住宅、建国西路幼儿园,上海市,上海市,徐汇区,建国西路620、622号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
412,市委机关幼儿园,上海市,上海市,徐汇区,余庆路190号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
413,徐汇区人民检察院（大修道院）,上海市,上海市,徐汇区,漕溪北路336号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
414,解放军七三一五工厂（江南弹药局）,上海市,上海市,徐汇区,龙华路2577号（烈士陵园北部）,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
415,住宅（大陆新村/文华新村/淞云别墅/留青小筑）,上海市,上海市,虹口区,山阴路30、44、64、112、124、132、144、156、168、180、192、208、210弄，甜爱路59号、40号，山阴路2弄1-43号，四川北路2044-2058号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
416,长春公寓（长春公寓）,上海市,上海市,虹口区,长春路304号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
417,住宅,上海市,上海市,虹口区,溧阳路1084弄2-11号、1114弄1-21号、1156弄1-19号、1208弄1-12号、1219、1221、1253、1283、1313、1235、1267、1295、1298、1237、1269、1297、1331、1251、1281、1311、1338号，溧阳路1203弄1-12号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
418,住宅,上海市,上海市,虹口区,武进路206-296号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
419,浦江饭店（礼查饭店）,上海市,上海市,虹口区,黄浦路15号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
420,公寓（公寓）,上海市,上海市,虹口区,昆山路227号/昆山路277号/昆山花园路1-10号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
421,住宅,上海市,上海市,虹口区,蟠龙街1-13号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
422,梦幻柔情舞厅（西本愿寺）,上海市,上海市,虹口区,乍浦路455号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
423,虹口大楼（虹口大旅社）,上海市,上海市,虹口区,海宁路449号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
424,上海纺织老干部活动室,上海市,上海市,虹口区,多伦路215号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
425,祥德路住宅（祥德路住宅）,上海市,上海市,虹口区,祥德路2弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
426,住宅,上海市,上海市,杨浦区,隆昌路222-266号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
427,上海市东区污水处理厂——办公楼/压缩机房、过滤池（上海市东区污水处理厂）,上海市,上海市,杨浦区,河间路1283号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
428,上海第五毛纺厂——空压站及仓库/厂房/英老板住宅/废纺车间/大仓库（怡和纱厂）,上海市,上海市,杨浦区,杨树浦路670号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
429,上海茂华毛纺厂——绒线仓库/综合楼/经理住宅（A）/领班住宅（B）/高级职员住宅（C）（上海密丰绒线厂）,上海市,上海市,杨浦区,波阳路400号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
430,上海市杨树浦煤气厂——办公楼/高级职员住宅/储气罐（上海煤气公司）,上海市,上海市,杨浦区,杨树浦路2524号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
431,梅林正广和有限公司（正广和汽水厂）,上海市,上海市,杨浦区,通北路400号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
432,上海第十七棉纺厂——办公楼/一纺车间/二纺车间/三纺车间/四纺车间/锅炉房及水房/北厂厂房（裕丰纱厂）,上海市,上海市,杨浦区,杨树浦路2866号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
433,兆丰别墅（兆丰别墅）,上海市,上海市,长宁区,长宁路712弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
434,长宁区政府11号楼（新华村）,上海市,上海市,长宁区,愚园路1320号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
435,长宁区政府12号楼（新华村）,上海市,上海市,长宁区,愚园路1320号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
436,长宁区政府14号楼（新华村）,上海市,上海市,长宁区,愚园路1320号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
437,长宁区政府15号楼（新华村）,上海市,上海市,长宁区,愚园路1320号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
438,亦村（亦村）,上海市,上海市,长宁区,泰安路76弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
439,工商银行愚园路分理处等,上海市,上海市,长宁区,愚园路1294号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
440,沪西别墅（沪西别墅/沪西别业）,上海市,上海市,长宁区,愚园路1210弄东侧,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
441,住宅,上海市,上海市,长宁区,愚园路1112弄4号，20号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
442,长宁区妇幼保健院（私立妇孺医院）,上海市,上海市,长宁区,延安西路934号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
443,汉语大词典出版社,上海市,上海市,长宁区,新华路200号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
444,住宅,上海市,上海市,长宁区,新华路231号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
445,住宅,上海市,上海市,长宁区,新华路329弄32号乙,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
446,住宅,上海市,上海市,长宁区,新华路329弄36号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
447,住宅（住宅（272弄2号为幼托））,上海市,上海市,长宁区,新华路236号，248号，272弄2号、6号，294弄1号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
448,兴国宾馆2号楼,上海市,上海市,长宁区,兴国路72号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
449,兴国宾馆6号楼,上海市,上海市,长宁区,兴国路72号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
450,梅泉别墅（梅泉别墅）,上海市,上海市,长宁区,新华路593弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
451,办公楼（空置）,上海市,上海市,长宁区,新华路483号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
452,新华路警署,上海市,上海市,长宁区,新华路179号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
453,上海市信息中心一号楼及西侧花园住宅群,上海市,上海市,长宁区,华山路1076号及1100弄、1120弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
454,花园住宅群（海格园）,上海市,上海市,长宁区,华山路1006弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
455,上海市工人疗养院,上海市,上海市,长宁区,延安西路2558号（1-4号楼）,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
456,住宅,上海市,上海市,长宁区,新华路211弄2号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
457,上海生物制品研究所（哥伦比亚总会）,上海市,上海市,长宁区,延安西路1262号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
458,大理石亭（大理石亭）,上海市,上海市,长宁区,长宁路780号中山公园内,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
459,空军455医院（弗兰克林住宅、中央银行俱乐部）,上海市,上海市,长宁区,淮海西路338号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
460,达华宾馆（达华公寓）,上海市,上海市,长宁区,延安西路918-928号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
461,丁香别墅（丁香花园）,上海市,上海市,长宁区,华山路922号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
462,东延安中学北楼（真如中学）,上海市,上海市,长宁区,延安西路601号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
463,上海城市排水管理处技工学校-泵房/宿舍楼立面片段（西区污水处理厂）,上海市,上海市,长宁区,天山路、哈密路口,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
464,消防三支队宜昌中队（宜昌路救火会）,上海市,上海市,普陀区,宜昌路216号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
465,上海啤酒厂灌装楼/办公楼/酿造楼（上海啤酒有限公司）,上海市,上海市,普陀区,宜昌路130号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
466,化工部上海化工研究院——合成氮车间/硝酸车间（天利淡气制品厂）,上海市,上海市,普陀区,云岭东路345号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
467,中华印刷厂——办公楼/印刷车间/仓库（中华书局印刷厂澳门路新厂）,上海市,上海市,普陀区,澳门路477号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
468,上海面粉厂——四厂（莫干山大酒店）/小包装面粉仓库/麸皮车间/七厂厂房/面粉工业发展史陈列馆/二层办公楼（福新面粉厂、阜丰面粉厂）,上海市,上海市,普陀区,莫干山路120号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
469,唐墓桥露德圣母堂（唐墓桥露德圣母堂）,上海市,上海市,浦东新区,浦东唐墓桥,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
470,住宅,上海市,上海市,浦东新区,钱仓路316号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
471,南张安老院（天主堂）,上海市,上海市,闵行区,闵行区七莘路9号桥,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
472,东海船厂（海底电缆登陆局房）,上海市,上海市,宝山区,逸仙路3901号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
473,崇明县中心医院（黄家花园）,上海市,上海市,崇明县,崇明县城桥镇南门港街26号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
474,浦光大楼(上海基督教青年会),上海市,上海市,黄浦区,四川中路595-607号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
475,自来大楼(英商自来水公司大楼),上海市,上海市,黄浦区,江西中路484号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
476,自力大楼(英商自来水公司办公楼),上海市,上海市,黄浦区,江西中路464-466号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
477,恒丰大楼,上海市,上海市,黄浦区,江西中路450-454号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
478,沙美大楼(信托大楼/上海信托公司),上海市,上海市,黄浦区,北京东路190号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
479,上海市建工集团、上海市物资局、北京西路售票处等(浙江兴业银行),上海市,上海市,黄浦区,北京东路230号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
